#file	type	true_z	true_x0	true_x1	true_c	S2noz_z	S2noz_zoerr	S2noz_to	S2noz_toerr	S2noz_xo	S2noz_xoerr	S2noz_x1	S2noz_x1err	S2noz_c	S2noz_cerr	S2zsp_z	S2zsp_zoerr	S2zsp_to	S2zsp_toerr	S2zsp_xo	S2zsp_xoerr	S2zsp_x1	S2zsp_x1err	S2zsp_c	S2zsp_cer
DES_SN018450.DAT	22	0.298870	-9.000000	-9.000000	-9.000000	0.733801	1.053449	-47.775315	125.980268	0.000113	0.001444	-2.999998	3.693763	-0.174895	0.656881	0.299870	0.000407	22.287041	0.322128	0.000011	0.000000	3.000000	0.078682	0.230067	0.028047
DES_SN018714.DAT	22	0.214150	-9.000000	-9.000000	-9.000000	0.903243	0.001324	47.585962	0.082022	-0.000175	0.000004	-2.999992	0.955920	-0.051836	0.006119	0.215150	0.000370	8.377111	0.125578	0.000014	0.000000	-0.633193	0.246963	0.313353	0.015068
DES_SN018788.DAT	22	0.175630	-9.000000	-9.000000	-9.000000	0.722735	1.050738	-28.257560	133.863889	0.000043	0.001430	-0.570520	4.108041	-0.354688	0.729821	0.174630	0.000030	36.306039	0.003057	0.000007	0.000000	2.944382	0.033483	0.499552	0.000828
DES_SN018792.DAT	1	0.452570	0.000016	-1.667700	-0.065021	0.567449	0.007319	25.255419	0.183748	0.000015	0.000000	-1.229314	0.115421	-0.150142	0.012162	0.451570	0.001501	24.202628	0.136160	0.000015	0.000000	-1.264201	0.108904	-0.038780	0.012646
DES_SN019167.DAT	1	0.475260	-9.000000	-9.000000	-9.000000	0.663136	1.112801	-12.006460	0.000034	0.000018	0.000000	0.327267	0.021671	-0.240564	0.006026	0.476260	0.001604	-3.821894	0.000231	0.000013	0.000000	-0.304281	0.120426	0.036605	0.011560
DES_SN019624.DAT	22	0.394470	-9.000000	-9.000000	-9.000000	0.681838	0.000030	-33.072781	0.000941	0.000032	0.000000	-0.121763	0.009205	-0.500000	0.000861	0.393470	0.001711	14.968056	0.286712	0.000007	0.000000	3.000000	0.013759	0.173529	0.017717
DES_SN019835.DAT	22	0.333690	-9.000000	-9.000000	-9.000000	0.768905	1.118747	75.401719	164.262583	0.000005	0.001496	-2.841556	4.674362	0.239951	0.817913	0.332690	0.001010	16.385440	0.669907	0.000005	0.000000	1.339722	0.692413	0.002089	0.048117
DES_SN019856.DAT	1	0.092905	-9.000000	-9.000000	-9.000000	0.452811	0.003076	17.383892	0.093194	0.000159	0.000002	-1.357555	0.065430	-0.263099	0.004605	0.091905	0.000121	13.684265	0.039183	0.000149	0.000002	-1.608507	0.046540	0.287131	0.006615
DES_SN020060.DAT	1	0.468390	0.000015	-0.368330	-0.015691	0.458188	0.004292	25.994248	0.109836	0.000016	0.000000	-0.095743	0.091594	-0.061673	0.008900	0.467390	0.001547	26.081561	0.102202	0.000016	0.000000	-0.080914	0.091262	-0.068230	0.008198
DES_SN020096.DAT	22	0.107640	-9.000000	-9.000000	-9.000000	0.778868	0.002830	33.528113	0.070577	0.000041	0.000000	-0.368475	0.017574	-0.343098	0.002296	0.106641	0.000087	27.512001	0.000046	0.000037	0.000001	2.999991	0.007128	0.483665	0.008807
DES_SN020282.DAT	1	0.287740	-9.000000	-9.000000	-9.000000	0.558393	0.016427	25.495388	0.360796	0.000017	0.000000	-2.095109	0.253278	-0.303208	0.015029	0.286740	0.000381	22.849157	0.256073	0.000019	0.000000	-2.578648	0.251196	0.033750	0.018790
DES_SN020695.DAT	1	0.837580	0.000004	0.664660	0.008654	0.833893	0.008083	28.495468	0.369629	0.000004	0.000000	0.621173	0.282876	-0.043639	0.024278	0.836580	0.000115	-45.648154	0.000004	0.000033	0.000001	0.061289	0.005115	-0.453747	0.008577
DES_SN020838.DAT	1	0.550660	0.000009	1.825400	0.121430	0.639319	0.000010	26.870860	0.000010	0.000009	0.000000	1.899202	0.034134	-0.012969	0.003465	0.549660	0.001908	25.447063	0.202736	0.000009	0.000000	1.839265	0.129434	0.099068	0.010023
DES_SN021190.DAT	1	0.464980	0.000009	1.580200	0.284180	0.616473	0.000001	24.212566	0.000207	0.000010	0.000000	2.078372	0.134133	0.150145	0.011016	0.465980	0.001309	22.592368	0.113258	0.000009	0.000000	1.836270	0.112014	0.331686	0.011201
DES_SN021425.DAT	1	0.655960	-9.000000	-9.000000	-9.000000	0.643789	0.000191	-31.314077	0.010031	0.000021	0.000001	0.008966	0.039074	-0.499695	0.028225	0.654960	0.000428	25.339117	0.622336	0.000006	0.000000	0.156397	0.438147	-0.128647	0.035336
DES_SN021566.DAT	1	0.161520	-9.000000	-9.000000	-9.000000	0.732319	0.007820	29.394535	0.143970	0.000069	0.000001	0.077955	0.026785	-0.356658	0.005406	0.162520	0.001631	24.803607	0.224322	0.000090	0.000002	2.622194	0.426640	0.222739	0.014996
DES_SN021802.DAT	22	0.201900	-9.000000	-9.000000	-9.000000	0.794894	1.067168	-38.728585	129.888404	0.000130	0.001447	0.001053	4.262449	-0.499999	0.614538	0.202900	0.000012	10.935331	0.000000	0.000026	0.000000	3.000000	0.005354	0.418368	0.006530
DES_SN021899.DAT	1	0.665020	0.000006	1.101200	0.088711	0.697894	0.023501	29.270697	0.636155	0.000006	0.000000	1.035463	0.437667	-0.035810	0.035658	0.664020	0.000161	28.853422	0.578718	0.000006	0.000000	1.039719	0.429663	-0.019126	0.033358
DES_SN021981.DAT	1	0.531180	0.000016	0.337110	-0.153200	0.539237	0.006510	26.732967	0.141763	0.000015	0.000000	0.447929	0.094758	-0.115602	0.011076	0.530180	0.000134	26.613971	0.107932	0.000015	0.000000	0.423436	0.092232	-0.103869	0.007588
DES_SN022052.DAT	22	0.122490	-9.000000	-9.000000	-9.000000	0.261209	0.000011	21.905256	0.000332	0.000024	0.000000	1.926758	0.054650	0.096455	0.005720	0.123490	0.000139	20.141188	0.064965	0.000023	0.000000	1.674090	0.065710	0.275067	0.007911
DES_SN022101.DAT	1	0.594640	0.000008	0.056520	0.034615	0.735507	0.012191	26.984695	0.439387	0.000007	0.000000	0.319540	0.329591	0.035109	0.033203	0.593700	0.001451	25.699516	0.415502	0.000006	0.000000	0.421815	0.323855	0.193143	0.028197
DES_SN022106.DAT	1	0.510350	0.000009	0.682930	0.161400	0.660920	0.013103	24.425680	0.604750	0.000008	0.000000	-0.438372	0.355484	-0.088497	0.022395	0.509350	0.000159	22.840383	0.646608	0.000008	0.000000	-0.481364	0.431965	0.096420	0.021014
DES_SN022644.DAT	1	0.579030	0.000009	0.035896	-0.025499	0.586594	0.010987	26.432561	0.325550	0.000010	0.000000	0.357486	0.216577	0.014954	0.021367	0.580030	0.001890	26.350867	0.295842	0.000010	0.000000	0.339665	0.214524	0.022065	0.017845
DES_SN022827.DAT	1	0.607110	-9.000000	-9.000000	-9.000000	0.581325	0.015984	26.768193	0.392738	0.000005	0.000000	-0.298563	0.339140	0.198892	0.033599	0.606110	0.001000	26.853581	0.387016	0.000005	0.000000	-0.396845	0.336371	0.171054	0.030486
DES_SN023008.DAT	22	0.391410	-9.000000	-9.000000	-9.000000	0.603930	0.013012	17.228569	0.695120	0.000005	0.000000	3.000000	0.055669	0.474813	0.040875	0.392410	0.001497	12.809390	0.759539	0.000005	0.000000	2.999987	0.235453	0.500000	0.004000
DES_SN023088.DAT	1	0.788370	0.000006	1.289500	-0.073448	0.834353	0.021449	27.229803	1.033644	0.000006	0.000000	1.010100	0.774021	-0.072628	0.050020	0.789370	0.002000	26.300286	1.021693	0.000006	0.000000	0.549264	0.831359	-0.016740	0.043930
DES_SN023128.DAT	1	0.535830	0.000015	2.002100	-0.069723	0.073080	0.004356	100.000000	1.797426	-0.000026	0.000005	-3.000000	0.789649	0.500000	0.113772	0.536830	0.001003	-0.851226	0.000736	0.000005	0.000000	1.449746	0.449151	0.365011	0.041098
DES_SN023196.DAT	1	0.469570	-9.000000	-9.000000	-9.000000	0.706278	0.010868	28.158972	0.313700	0.000011	0.000000	-0.209322	0.217675	-0.205537	0.014031	0.468570	0.001618	26.068663	0.271448	0.000012	0.000000	-0.072117	0.291894	0.017429	0.022662
DES_SN023274.DAT	1	0.839020	0.000005	0.195840	-0.136620	0.856746	0.000705	-9.781208	0.030501	0.000005	0.000000	0.410928	0.401340	-0.216596	0.052729	0.840020	0.001534	-74.317509	3.675352	0.000056	0.000004	0.026842	0.010747	-0.473170	0.041123
DES_SN023434.DAT	1	0.311460	0.000041	-0.586030	-0.049384	0.719622	0.002651	-66.492914	0.434543	0.000259	0.000003	-0.140412	0.005495	-0.500000	0.000201	0.312460	0.001999	5.060573	0.245814	0.000036	0.000000	-0.169326	0.139644	-0.104194	0.009554
DES_SN023981.DAT	1	0.835810	0.000004	1.502200	0.004310	0.876751	0.000094	27.011501	0.003361	0.000004	0.000000	0.795825	0.527180	-0.054513	0.033612	0.834810	0.001118	26.059237	0.782082	0.000004	0.000000	0.536383	0.576826	0.005374	0.039395
DES_SN023999.DAT	1	0.461570	0.000023	1.045500	-0.126220	0.476568	0.005377	23.750101	0.136518	0.000023	0.000000	1.354382	0.110781	-0.093224	0.006632	0.460570	0.000119	23.628169	0.123721	0.000023	0.000000	1.338927	0.102142	-0.083482	0.005898
DES_SN024011.DAT	1	0.723650	-9.000000	-9.000000	-9.000000	0.450641	0.013579	22.975055	0.587343	0.000005	0.000000	0.453107	0.504509	0.294827	0.042301	0.724650	0.001251	-12.337232	144.587857	0.000003	0.001435	1.303583	3.844450	0.104432	0.738387
DES_SN024119.DAT	1	0.098347	0.000394	-1.716000	0.017168	0.075546	0.000040	17.311693	156.468124	0.000479	0.000000	-1.603702	0.000070	-0.098514	0.000003	0.097347	0.000131	16.747222	0.019316	0.000327	0.000001	-1.567357	0.015639	0.087091	0.003034
DES_SN024254.DAT	33	0.261750	-9.000000	-9.000000	-9.000000	0.887244	0.018761	19.962924	0.600184	0.000004	0.000000	0.318036	0.199800	-0.307310	0.014705	0.260750	0.001284	14.883884	0.438175	0.000004	0.000000	-2.053675	0.600331	0.403588	0.061309
DES_SN024304.DAT	1	0.397910	-9.000000	-9.000000	-9.000000	0.710755	0.000001	-40.357117	0.000060	0.000065	0.000001	0.004946	0.003844	-0.499966	0.000468	0.397435	0.001261	20.004202	146.424005	0.000011	0.001428	-0.963120	3.980327	0.173352	0.740669
DES_SN024458.DAT	1	0.452100	-9.000000	-9.000000	-9.000000	0.668453	0.008624	28.162028	0.609265	0.000009	0.000000	-1.285944	0.510904	-0.148746	0.018539	0.453100	0.001533	26.513798	0.373142	0.000009	0.000000	-1.248126	0.389033	0.047877	0.026368
DES_SN024506.DAT	1	0.581370	-9.000000	-9.000000	-9.000000	0.668663	0.000000	-41.354993	0.000000	0.000050	0.000001	0.020916	0.013206	-0.499991	0.002441	0.580370	0.001813	27.319388	0.365428	0.000008	0.000000	0.680320	0.260442	0.062104	0.019112
DES_SN024936.DAT	32	0.289790	-9.000000	-9.000000	-9.000000	0.531981	0.014835	17.284401	0.494759	0.000005	0.000000	-2.618030	0.390881	0.115974	0.071853	0.288790	0.000317	15.607830	0.009999	0.000004	0.000000	-2.991873	0.011711	0.445774	0.069405
DES_SN025002.DAT	1	0.641240	-9.000000	-9.000000	-9.000000	0.718278	0.014646	22.749994	1.180584	0.000005	0.000000	-1.340767	0.651722	-0.004959	0.036906	0.640240	0.001991	21.822966	0.973039	0.000005	0.000000	-1.296514	0.581638	0.067104	0.034808
DES_SN025039.DAT	1	0.458000	-9.000000	-9.000000	-9.000000	0.712568	0.009155	27.114435	0.272605	0.000010	0.000000	-1.032884	0.226719	-0.181619	0.015996	0.457000	0.001955	25.189526	0.233740	0.000010	0.000000	-0.835088	0.270481	0.070033	0.021606
DES_SN025091.DAT	22	0.168940	-9.000000	-9.000000	-9.000000	0.724649	0.000005	-43.075094	0.000011	0.000165	0.000003	-3.000000	0.001438	-0.127855	0.002928	0.167940	0.000235	22.914914	0.371840	0.000014	0.000000	1.815715	0.140819	0.500000	0.004069
DES_SN025140.DAT	22	0.391710	-9.000000	-9.000000	-9.000000	0.754836	1.117558	-16.663247	0.000037	0.000010	0.000001	2.999715	0.000107	0.043408	0.001641	0.392710	0.001231	15.216535	0.373797	0.000004	0.000000	3.000000	0.020591	0.500000	0.000952
DES_SN025146.DAT	1	0.541550	0.000011	-0.331530	-0.043381	0.538198	0.006169	19.536215	0.140944	0.000011	0.000000	-0.145524	0.113399	-0.062226	0.012698	0.540550	0.000252	19.559041	0.126827	0.000011	0.000000	-0.141828	0.112697	-0.065287	0.009703
DES_SN025376.DAT	1	0.115340	0.000411	0.361230	-0.052374	0.521050	0.001834	23.558595	0.024287	0.000279	0.000001	0.082964	0.013962	-0.427111	0.002035	0.114340	0.001532	18.802884	0.017083	0.000356	0.000002	1.304333	0.026795	0.052600	0.003996
DES_SN025418.DAT	1	0.559750	0.000011	-0.641030	-0.099272	0.684545	0.011589	28.942736	0.293983	0.000010	0.000000	-0.355605	0.197581	-0.152882	0.016350	0.558750	0.001965	27.829487	0.247091	0.000010	0.000000	-0.265142	0.208904	-0.023362	0.017841
DES_SN025428.DAT	22	0.217000	-9.000000	-9.000000	-9.000000	0.781242	0.005679	29.533380	0.199408	0.000010	0.000000	-0.140628	0.039508	-0.355431	0.004090	0.218000	0.000382	24.454033	0.144210	0.000012	0.000000	3.000000	0.016440	0.289256	0.015175
DES_SN025960.DAT	21	0.372570	-9.000000	-9.000000	-9.000000	0.658716	0.006207	23.138306	0.141473	0.000016	0.000000	-0.456410	0.047696	-0.463571	0.005047	0.371570	0.001408	21.427694	0.136107	0.000021	0.000000	3.000000	0.020308	-0.258087	0.011481
DES_SN026052.DAT	1	0.422040	-9.000000	-9.000000	-9.000000	0.685348	0.014292	22.697808	0.619567	0.000016	0.000001	-0.142416	0.430467	-0.179459	0.023180	0.423040	0.001426	19.321167	0.909860	0.000016	0.000001	-0.298717	0.686196	0.043994	0.032747
DES_SN026075.DAT	32	0.536680	-9.000000	-9.000000	-9.000000	0.665756	0.010960	17.270807	0.345913	0.000006	0.000000	-0.916197	0.246920	0.356778	0.026619	0.535680	0.001999	16.510797	0.315095	0.000005	0.000000	-0.895564	0.227175	0.500000	0.031766
DES_SN026183.DAT	22	0.276130	-9.000000	-9.000000	-9.000000	0.755496	0.006228	29.255321	0.170274	0.000011	0.000000	-0.493226	0.053987	-0.412922	0.003614	0.275130	0.000067	24.610404	0.201670	0.000017	0.000000	1.020334	0.250683	-0.098033	0.016842
DES_SN026237.DAT	22	0.228760	-9.000000	-9.000000	-9.000000	0.324576	0.000017	30.628910	0.000299	0.000009	0.000000	3.000000	0.010318	0.113654	0.020339	0.229760	0.001463	29.382339	0.243386	0.000008	0.000000	3.000000	0.018435	0.264795	0.025381
DES_SN026481.DAT	1	0.747620	0.000006	-0.441030	-0.113350	0.755395	0.008339	30.308826	0.272490	0.000006	0.000000	-0.177827	0.178789	-0.100322	0.016559	0.748620	0.002000	30.248988	0.262827	0.000006	0.000000	-0.182079	0.180612	-0.092517	0.013868
DES_SN026600.DAT	1	0.536370	-9.000000	-9.000000	-9.000000	0.928326	0.016674	6.589013	2.529857	0.000005	0.000000	2.999993	4.024584	-0.014157	0.028707	0.535370	0.001835	6.089767	0.003034	0.000004	0.000000	1.916664	0.540453	0.428842	0.043681
DES_SN026756.DAT	1	0.335830	0.000031	-0.044430	0.003766	0.566298	0.005268	24.189258	0.145845	0.000024	0.000000	0.555564	0.126705	-0.273325	0.008767	0.334831	0.001527	21.827158	0.131500	0.000029	0.000000	0.357123	0.120428	0.013397	0.010870
DES_SN026779.DAT	1	0.924610	0.000005	-0.399510	-0.237400	0.842571	0.018285	32.348066	0.682360	0.000004	0.000000	-0.206520	0.492362	-0.048548	0.057327	0.923610	0.001557	33.207896	0.661515	0.000004	0.000000	-0.169090	0.471204	-0.119924	0.030805
DES_SN026826.DAT	32	0.401170	-9.000000	-9.000000	-9.000000	0.524313	0.009756	14.585629	0.155277	0.000011	0.000000	-0.942062	0.107717	0.445558	0.014224	0.400170	0.001816	13.724103	0.100302	0.000011	0.000000	-1.303004	0.078237	0.500000	0.001545
DES_SN026879.DAT	1	0.528910	0.000008	0.588100	0.135160	0.724423	0.005987	23.308805	0.219931	0.000009	0.000000	0.698565	0.197004	-0.065271	0.015257	0.527910	0.001252	21.309576	0.181989	0.000009	0.000000	0.543673	0.172256	0.168042	0.014817
DES_SN027027.DAT	21	0.467670	-9.000000	-9.000000	-9.000000	0.632098	0.015169	5.619495	0.404031	0.000009	0.000000	-0.818501	0.121603	-0.500000	0.013747	0.466670	0.000038	11.040536	0.588109	0.000011	0.000000	2.995663	0.025731	-0.319775	0.011683
DES_SN027091.DAT	1	0.575920	0.000008	0.995430	0.069746	0.636024	0.000069	-21.972493	0.002128	0.000020	0.000001	0.233543	0.089616	-0.438759	0.036047	0.576920	0.001279	8.374840	0.902053	0.000007	0.000000	1.170215	0.557801	0.030382	0.030508
DES_SN027122.DAT	1	0.496790	0.000015	1.525500	-0.015642	0.663367	0.005142	22.662602	0.102776	0.000014	0.000000	1.460234	0.128412	-0.163619	0.008473	0.495791	0.000045	21.085753	0.089831	0.000014	0.000000	1.928632	0.126876	0.054424	0.010086
DES_SN027226.DAT	1	0.824000	-9.000000	-9.000000	-9.000000	0.564644	0.000014	-12.142500	0.004887	0.000005	0.000001	-2.712135	0.610611	0.063483	0.103384	0.825000	0.001123	-7.694104	3.058461	0.000004	0.000000	-1.022710	0.712801	-0.103736	0.091413
DES_SN027444.DAT	1	0.517940	-9.000000	-9.000000	-9.000000	0.689896	0.015015	22.902745	0.333127	0.000008	0.000000	0.017085	0.259045	-0.125783	0.017749	0.516940	0.001466	21.356729	0.232757	0.000009	0.000000	0.008501	0.227266	0.056192	0.019096
DES_SN027505.DAT	1	0.842160	0.000004	1.347700	-0.011825	0.883415	0.012321	30.582443	0.395838	0.000004	0.000000	2.167011	0.251815	-0.033166	0.016445	0.843160	0.001665	29.849047	0.333838	0.000004	0.000000	1.956202	0.229354	0.018641	0.017849
DES_SN027629.DAT	1	0.469480	0.000013	0.945060	0.077130	0.577110	0.000008	26.181441	0.000194	0.000014	0.000000	1.501409	0.107050	-0.070097	0.007683	0.470480	0.001242	24.939616	0.100388	0.000014	0.000000	1.370012	0.099361	0.063218	0.008279
DES_SN028057.DAT	1	0.554740	-9.000000	-9.000000	-9.000000	0.756801	0.000000	-59.880440	0.001950	0.000054	0.000000	-1.096168	0.000001	-0.120227	0.000000	0.555739	0.001010	-1.587189	0.010913	0.000007	0.000000	-0.221988	0.438341	0.014422	0.047819
DES_SN028227.DAT	22	0.510530	-9.000000	-9.000000	-9.000000	0.732297	0.004855	37.637002	0.338175	0.000009	0.000000	3.000000	0.005658	-0.117149	0.010633	0.509530	0.001277	30.625851	147.091202	0.000010	0.001423	2.997354	3.638055	0.023210	0.715530
DES_SN028571.DAT	1	0.441350	-9.000000	-9.000000	-9.000000	0.708807	0.021459	30.553521	0.579759	0.000012	0.000000	-0.403296	0.289530	-0.256834	0.012667	0.440350	0.002000	27.689455	1.145183	0.000012	0.000000	0.395534	1.065883	-0.048281	0.042436
DES_SN028671.DAT	1	0.659460	0.000010	1.505700	-0.124080	0.611792	0.010147	28.023596	0.334738	0.000011	0.000000	1.585187	0.262120	-0.108406	0.018454	0.658460	0.001947	28.411941	0.315481	0.000010	0.000000	1.448025	0.254503	-0.144868	0.015388
DES_SN028934.DAT	1	0.428800	0.000015	1.716400	0.152420	0.535994	0.000005	22.133889	0.000060	0.000014	0.000000	1.444215	0.161557	0.050360	0.014986	0.429800	0.001930	21.339156	0.186762	0.000014	0.000000	1.609285	0.177812	0.182407	0.013864
DES_SN028975.DAT	32	0.512590	-9.000000	-9.000000	-9.000000	0.720759	0.019379	20.435885	0.469064	0.000008	0.000000	-0.863888	0.282832	0.156654	0.041756	0.511590	0.001321	18.742551	0.354037	0.000006	0.000000	-0.702409	0.280026	0.369770	0.026089
DES_SN029053.DAT	33	0.150100	-9.000000	-9.000000	-9.000000	0.630123	0.009253	24.695269	0.340763	0.000008	0.000000	3.000000	0.611703	0.115351	0.042500	0.151100	0.001142	16.911279	0.291079	0.000009	0.000000	-1.084625	0.252660	0.500000	0.002464
DES_SN029492.DAT	1	0.588960	0.000011	1.691700	-0.030487	0.539453	0.036833	19.738930	1.307069	0.000011	0.000000	0.050341	1.223386	-0.003969	0.069005	0.587960	0.001914	19.354901	1.302702	0.000011	0.000000	-0.638254	0.761935	-0.075371	0.019961
DES_SN029516.DAT	1	0.408380	-9.000000	-9.000000	-9.000000	0.793963	0.025216	-8.484120	6.416954	0.000007	0.000001	0.607355	0.681027	0.030970	0.095956	0.408115	0.000107	-17.333618	0.004382	0.000009	0.000001	-1.119675	0.473530	0.312522	0.068981
DES_SN029759.DAT	1	0.615270	-9.000000	-9.000000	-9.000000	0.623666	0.008935	22.222274	0.242365	0.000006	0.000000	0.312051	0.236073	0.010082	0.021890	0.616270	0.001918	22.145212	0.220079	0.000006	0.000000	0.282530	0.231003	0.020560	0.017851
DES_SN029864.DAT	21	0.271540	-9.000000	-9.000000	-9.000000	0.355980	0.004403	21.964336	0.127097	0.000026	0.000000	2.999999	0.194223	-0.260516	0.008369	0.272526	0.000129	21.150955	0.002522	0.000030	0.000000	2.286716	0.083781	-0.168538	0.008065
DES_SN029934.DAT	1	0.482990	-9.000000	-9.000000	-9.000000	0.710284	0.008813	20.622655	0.236705	0.000010	0.000000	-0.105668	0.188847	-0.190144	0.014171	0.481990	0.001245	18.762718	0.190347	0.000010	0.000000	0.504510	0.192552	0.073733	0.015433
DES_SN030018.DAT	1	0.637740	0.000014	-1.455000	-0.339180	0.719251	1.049933	-47.846853	125.949253	0.000074	0.001437	0.028972	4.269215	-0.498579	0.598749	0.636740	0.000021	-21.856826	0.000023	0.000037	0.000001	0.065487	0.016755	-0.500000	0.000319
DES_SN030380.DAT	1	0.474680	-9.000000	-9.000000	-9.000000	0.667584	0.011099	26.778993	0.625493	0.000005	0.000000	-1.267750	0.449298	0.043959	0.035389	0.473681	0.000416	25.162978	0.422554	0.000005	0.000000	-1.814381	0.408944	0.250185	0.035169
DES_SN030441.DAT	1	0.733890	0.000005	1.686000	0.023641	0.771939	0.007115	23.733654	0.314669	0.000005	0.000000	1.392864	0.240447	0.004536	0.018154	0.734890	0.001365	23.184983	0.300077	0.000005	0.000000	1.415625	0.220925	0.058445	0.014212
DES_SN030530.DAT	33	0.290890	-9.000000	-9.000000	-9.000000	0.696941	0.006077	21.718030	0.187058	0.000007	0.000000	2.999992	0.100910	0.296247	0.015269	0.291890	0.000093	16.348307	0.159384	0.000006	0.000000	1.213654	0.142743	0.500000	0.000995
DES_SN030660.DAT	1	0.459820	0.000013	-0.106080	0.072516	0.417014	0.946649	-1.823107	141.647544	0.000006	0.001422	-0.236634	4.210518	0.290022	0.604626	0.458820	0.001937	-6.851492	0.002068	0.000007	0.000000	-0.190987	0.400047	0.164145	0.041099
DES_SN030723.DAT	1	0.414820	0.000016	-0.754550	0.052898	0.764273	0.044667	-19.179705	136.885983	0.000014	0.000841	0.128627	4.534421	-0.196445	0.648479	0.415820	0.001440	-17.692189	0.003741	0.000013	0.000001	-1.060257	0.381568	0.250683	0.056808
DES_SN030736.DAT	22	0.210620	-9.000000	-9.000000	-9.000000	0.344142	0.000013	22.807349	0.000439	0.000013	0.000000	2.999987	0.002606	0.233817	0.007660	0.211620	0.000067	18.788276	0.160031	0.000011	0.000000	2.511839	0.083887	0.500000	0.001338
DES_SN030896.DAT	1	0.723940	-9.000000	-9.000000	-9.000000	0.794692	0.010469	27.961629	0.302627	0.000005	0.000000	-0.039518	0.206278	-0.108300	0.019598	0.724940	0.000158	27.408075	0.303492	0.000005	0.000000	-0.120090	0.238584	-0.027051	0.018929
DES_SN031012.DAT	1	0.341140	-9.000000	-9.000000	-9.000000	0.757108	0.009974	25.144763	0.255430	0.000013	0.000000	1.278750	0.234882	-0.208305	0.013400	0.340140	0.001900	20.939367	0.246093	0.000014	0.000000	1.095573	0.181715	0.226484	0.016027
DES_SN031056.DAT	1	0.873550	0.000004	1.871100	-0.053295	0.837601	0.009766	29.742220	0.371715	0.000005	0.000000	1.809265	0.300079	0.027257	0.031488	0.872550	0.001769	30.413677	0.342326	0.000004	0.000000	2.068288	0.321827	-0.022154	0.021112
DES_SN031139.DAT	22	0.204340	-9.000000	-9.000000	-9.000000	0.908198	0.016958	20.227785	0.780697	0.000005	0.000000	-0.396828	0.244606	-0.266191	0.017665	0.205340	0.001601	13.591299	0.789250	0.000005	0.000000	-1.869880	0.964629	0.499999	0.010064
DES_SN031574.DAT	1	0.139840	-9.000000	-9.000000	-9.000000	0.929583	1.089856	-25.431575	134.845262	0.000147	0.001450	-0.023452	4.256800	-0.247151	0.626063	0.138840	0.000051	-4.910522	0.000287	0.000090	0.000001	-0.276040	0.044559	0.236098	0.006342
DES_SN031693.DAT	1	0.581310	-9.000000	-9.000000	-9.000000	0.585838	0.025736	27.985689	0.480174	0.000006	0.000000	-0.654881	0.385344	0.057333	0.046074	0.582310	0.001322	27.961112	0.442292	0.000006	0.000000	-0.658462	0.380231	0.060601	0.039136
DES_SN031810.DAT	1	0.501240	0.000012	1.104600	0.067344	0.692482	0.012472	-1.550811	0.001016	0.000010	0.000000	0.990518	0.336398	-0.141124	0.021574	0.500240	0.001063	-4.965607	1.801836	0.000011	0.000001	0.741838	0.383454	0.033438	0.032061
DES_SN031833.DAT	1	0.765450	-9.000000	-9.000000	-9.000000	0.826222	0.029224	23.828783	0.456114	0.000004	0.000000	0.872141	0.305168	-0.050201	0.067371	0.766450	0.001690	23.390589	0.310998	0.000004	0.000000	1.106668	0.339566	0.070652	0.025527
DES_SN032247.DAT	1	0.662280	0.000011	1.312100	-0.180670	0.660173	0.010229	25.952462	0.397699	0.000010	0.000000	1.891302	0.408450	-0.138746	0.016208	0.661280	0.001278	25.950198	0.386048	0.000010	0.000000	1.876020	0.383108	-0.139402	0.015308
DES_SN032338.DAT	1	0.473770	0.000014	-1.424900	-0.045549	0.521563	0.011261	25.763856	0.214054	0.000013	0.000000	-1.573602	0.162811	-0.081630	0.019867	0.474645	0.001405	25.279947	122.658326	0.000013	0.001421	-1.570081	5.284861	-0.033934	0.740583
DES_SN032417.DAT	1	0.532140	0.000012	0.162970	-0.030930	0.567588	0.005056	27.208871	0.141849	0.000012	0.000000	0.295902	0.094169	-0.054032	0.007743	0.531140	0.000147	26.804480	0.125409	0.000012	0.000000	0.229101	0.092987	-0.009437	0.005870
DES_SN032769.DAT	22	0.318480	-9.000000	-9.000000	-9.000000	0.791111	0.005398	91.709608	0.111080	0.001000	0.000063	3.000000	0.021978	0.500000	0.004506	0.319480	0.000169	33.365824	0.127094	0.000028	0.000000	3.000000	0.006822	0.102780	0.013412
DES_SN032913.DAT	1	0.544570	-9.000000	-9.000000	-9.000000	0.579355	0.017398	27.829881	0.407615	0.000007	0.000000	-0.383153	0.306630	-0.073985	0.027086	0.543573	0.001665	27.457762	0.348982	0.000007	0.000000	-0.397590	0.312683	-0.040747	0.023416
DES_SN033025.DAT	22	0.445670	-9.000000	-9.000000	-9.000000	0.723080	0.001141	-59.517025	0.003949	0.000163	0.000001	-2.999999	0.001629	-0.158459	0.001969	0.444670	0.000054	19.417125	0.095249	0.000017	0.000000	3.000000	0.000725	-0.025939	0.006255
DES_SN033270.DAT	1	0.514600	-9.000000	-9.000000	-9.000000	0.562898	0.011829	26.658173	0.326088	0.000010	0.000000	0.005759	0.228445	-0.081235	0.023479	0.513600	0.001726	26.179725	0.275017	0.000010	0.000000	-0.102571	0.210057	-0.006262	0.018877
