#file	type	true_z	true_x0	true_x1	true_c	S2noz_z	S2noz_zoerr	S2noz_to	S2noz_toerr	S2noz_xo	S2noz_xoerr	S2noz_x1	S2noz_x1err	S2noz_c	S2noz_cerr	S2zsp_z	S2zsp_zoerr	S2zsp_to	S2zsp_toerr	S2zsp_xo	S2zsp_xoerr	S2zsp_x1	S2zsp_x1err	S2zsp_c	S2zsp_cer
DES_SN046407.DAT	32	0.339290	-9.000000	-9.000000	-9.000000	0.932459	0.765554	35.961494	3.255214	0.000002	0.000000	2.235482	0.015750	0.134522	0.046285	0.340290	0.001594	22.038572	0.580950	0.000003	0.000000	-2.874171	0.410477	0.500000	0.025430
DES_SN046734.DAT	1	0.647900	0.000014	1.867100	-0.210330	0.660434	0.000018	-7.033735	0.000880	0.000007	0.000000	0.458416	0.454397	0.135458	0.044139	0.648874	0.001137	-22.002037	1.010889	0.000016	0.000001	0.364900	0.305924	-0.184056	0.046442
DES_SN046744.DAT	1	0.851390	0.000004	-0.083547	-0.016437	0.850717	0.022180	28.391530	0.832738	0.000004	0.000000	-0.545773	0.518371	0.142930	0.089686	0.850390	0.001230	-41.535490	0.000839	0.000037	0.000002	-2.999999	0.015513	0.212986	0.036701
DES_SN046770.DAT	1	0.638060	-9.000000	-9.000000	-9.000000	0.715721	0.018493	27.904398	0.526040	0.000007	0.000000	0.264011	0.417011	-0.112908	0.031075	0.637060	0.001743	27.044077	0.463015	0.000007	0.000000	0.122701	0.407457	-0.059921	0.028051
DES_SN046814.DAT	1	0.707850	0.000007	-0.171600	-0.110340	0.732576	0.010628	29.191254	0.300313	0.000006	0.000000	0.377822	0.267054	-0.098882	0.024062	0.708850	0.000127	28.912908	0.277186	0.000006	0.000000	0.409234	0.239391	-0.068343	0.019145
DES_SN046816.DAT	22	0.543470	-9.000000	-9.000000	-9.000000	0.755000	1.112943	84.724407	161.991336	0.000043	0.001512	0.000000	4.481649	0.000000	0.746941	0.542470	0.000393	23.947897	0.432851	0.000005	0.000000	3.000000	0.052524	-0.300173	0.011625
DES_SN046859.DAT	1	0.465830	-9.000000	-9.000000	-9.000000	0.679529	0.008026	18.668386	0.209215	0.000010	0.000000	0.657837	0.155031	-0.166415	0.010071	0.466830	0.001298	16.788735	0.193112	0.000011	0.000000	0.564096	0.148643	0.045495	0.012809
DES_SN046972.DAT	1	0.351300	-9.000000	-9.000000	-9.000000	0.741923	0.006133	22.838206	0.171580	0.000013	0.000000	0.476704	0.140010	-0.231136	0.006187	0.352300	0.001490	19.360119	0.159180	0.000015	0.000000	0.710631	0.130545	0.162957	0.009793
DES_SN047123.DAT	1	0.454970	0.000011	-1.314200	0.080704	0.699795	0.008445	28.059288	0.218653	0.000010	0.000000	-0.736552	0.156775	-0.185041	0.009802	0.455400	0.001278	26.074956	0.189433	0.000011	0.000000	-0.903751	0.156586	0.054601	0.012802
DES_SN047197.DAT	22	0.380770	-9.000000	-9.000000	-9.000000	0.497194	0.011052	13.499996	0.688784	0.000004	0.000000	3.000000	0.024166	0.500000	0.008107	0.381770	0.001572	12.478337	0.650328	0.000004	0.000000	3.000000	0.039754	0.500000	0.003331
DES_SN047264.DAT	1	0.673380	0.000008	0.496920	-0.075841	0.655087	0.014012	28.798027	0.437789	0.000007	0.000000	1.209606	0.354508	0.006880	0.027547	0.672380	0.000251	28.983433	0.406490	0.000007	0.000000	1.223304	0.353681	-0.002959	0.025129
DES_SN047354.DAT	22	0.161100	-9.000000	-9.000000	-9.000000	0.692174	0.003419	28.741865	0.069734	0.000119	0.000001	3.000000	0.000657	-0.147715	0.003517	0.161020	0.001459	15.409343	0.050555	0.000118	0.000001	3.000000	0.000514	0.492870	0.007708
DES_SN047543.DAT	22	0.265330	-9.000000	-9.000000	-9.000000	0.549914	0.004259	21.847241	0.139976	0.000013	0.000000	3.000000	0.022042	-0.183695	0.009521	0.266330	0.000390	17.810190	0.129708	0.000015	0.000000	1.852832	0.186808	0.210496	0.014958
DES_SN047831.DAT	1	0.355430	0.000047	1.024600	-0.170850	0.762972	0.007187	18.855422	0.223489	0.000024	0.000000	-0.016349	0.028046	-0.391409	0.003841	0.354430	0.001394	14.988232	0.575836	0.000038	0.000001	0.472630	0.428180	-0.182007	0.018948
DES_SN048103.DAT	1	0.584250	-9.000000	-9.000000	-9.000000	0.713505	0.010301	-68.136289	2.358658	0.000064	0.000003	0.063415	0.010680	-0.500000	0.003923	0.585250	0.001881	-10.143076	1.481749	0.000007	0.000000	1.464886	0.397667	0.092585	0.035727
DES_SN048112.DAT	1	0.540400	0.000008	0.023947	0.091296	0.576461	0.025766	16.247411	0.589088	0.000006	0.000000	0.978090	0.488535	0.088178	0.049143	0.541400	0.001441	15.746923	0.480823	0.000006	0.000000	0.832706	0.444119	0.141160	0.037117
DES_SN048791.DAT	1	0.376920	0.000031	-0.164140	-0.102750	0.574978	0.001834	26.052503	0.064033	0.000024	0.000000	0.525777	0.075620	-0.249234	0.005714	0.377920	0.001711	24.120297	0.135096	0.000027	0.000000	0.586784	0.091428	-0.023385	0.008116
DES_SN048928.DAT	1	0.421410	-9.000000	-9.000000	-9.000000	0.733981	0.004475	19.347136	0.120837	0.000012	0.000000	0.489784	0.107864	-0.221301	0.008533	0.422410	0.001607	16.913949	0.124990	0.000013	0.000000	1.439157	0.144464	0.078593	0.010307
DES_SN049026.DAT	1	0.333160	-9.000000	-9.000000	-9.000000	0.311822	0.004275	6.428363	0.312028	0.000026	0.000001	-1.143038	0.158045	0.010676	0.019740	0.334093	0.000001	7.271353	0.000006	0.000026	0.000000	-1.049205	0.112270	-0.044682	0.012049
DES_SN049339.DAT	1	0.339690	0.000028	1.545400	0.104840	0.574083	0.004396	25.432845	0.128586	0.000024	0.000000	1.460533	0.128018	-0.199733	0.006927	0.340689	0.001766	23.233919	0.101474	0.000026	0.000000	1.653859	0.116837	0.113248	0.007998
DES_SN049367.DAT	1	0.391110	-9.000000	-9.000000	-9.000000	0.778225	0.011046	27.887875	0.263968	0.000013	0.000000	0.232847	0.132135	-0.258103	0.015676	0.392110	0.001989	24.927611	0.271109	0.000014	0.000000	1.091218	0.266081	0.168917	0.021548
DES_SN049468.DAT	22	0.252820	-9.000000	-9.000000	-9.000000	0.611494	0.008640	32.338478	0.450986	0.000007	0.000000	3.000000	0.010423	-0.075709	0.019993	0.251820	0.000134	26.052331	0.321218	0.000007	0.000000	3.000000	0.074795	0.467354	0.025336
DES_SN049476.DAT	1	0.743430	0.000005	-1.167400	-0.099170	0.747273	0.000034	24.782356	0.239427	0.000006	0.000000	-0.851372	0.178656	-0.045122	0.019316	0.744430	0.001729	24.758356	0.239677	0.000006	0.000000	-0.854695	0.180099	-0.041044	0.019665
DES_SN049722.DAT	1	0.449770	0.000015	0.150930	0.042102	0.721215	0.000042	-3.003198	0.004790	0.000012	0.000000	0.528219	0.279920	-0.151524	0.020730	0.449010	0.000000	-4.613867	0.000007	0.000012	0.000000	0.282537	0.283600	0.119797	0.026773
DES_SN049805.DAT	1	0.588400	-9.000000	-9.000000	-9.000000	0.737831	0.055823	56.513739	2.524361	0.000008	0.001497	-2.893440	4.612499	0.095213	0.782605	0.587400	0.001997	22.428591	0.583924	0.000008	0.000000	-0.244961	0.412477	-0.175732	0.018158
DES_SN049886.DAT	1	0.613410	-9.000000	-9.000000	-9.000000	0.950779	0.031666	32.869392	0.697599	0.000004	0.000000	-0.175058	0.243364	-0.200397	0.017881	0.612415	0.001862	28.541542	0.597286	0.000004	0.000000	-1.316253	0.465785	0.194627	0.039378
DES_SN050539.DAT	22	0.283750	-9.000000	-9.000000	-9.000000	0.525048	0.003978	27.732882	0.153747	0.000010	0.000000	3.000000	0.007517	-0.254627	0.008432	0.284750	0.000131	25.168093	0.177050	0.000013	0.000000	3.000000	0.018863	0.023435	0.010252
DES_SN050544.DAT	21	0.529280	-9.000000	-9.000000	-9.000000	0.545836	0.003991	19.436930	0.087701	0.000018	0.000000	3.000000	0.009673	-0.266191	0.005634	0.530178	0.001021	19.324706	142.773105	0.000018	0.001270	3.000000	5.795559	-0.248169	0.621607
DES_SN050600.DAT	1	0.684220	0.000009	-0.556330	-0.209410	0.639510	0.015372	14.210379	0.374804	0.000009	0.000000	-0.303083	0.229816	-0.187344	0.022307	0.685220	0.001378	14.727813	0.333560	0.000009	0.000000	-0.227913	0.239142	-0.209163	0.017162
DES_SN051093.DAT	3	0.239880	-9.000000	-9.000000	-9.000000	0.777433	0.004252	18.288124	0.096614	0.000013	0.000000	-0.095656	0.034133	-0.256978	0.003723	0.238880	0.001804	13.503013	0.087857	0.000013	0.000000	-0.955376	0.074161	0.431433	0.009233
DES_SN051099.DAT	1	0.509620	0.000010	-0.706550	0.029768	0.715968	0.000019	-40.637227	0.000080	0.000042	0.000000	-0.019973	0.005128	-0.500000	0.000256	0.510620	0.001432	23.458188	0.118673	0.000011	0.000000	-0.603881	0.094326	-0.021165	0.006851
DES_SN051197.DAT	22	0.248010	-9.000000	-9.000000	-9.000000	0.753984	0.008365	25.659225	0.396813	0.000007	0.000000	2.999998	0.124591	-0.205570	0.009801	0.249010	0.001623	21.789815	0.344532	0.000008	0.000000	2.152209	0.281652	0.317446	0.028594
DES_SN051451.DAT	1	0.157520	0.000159	0.657910	0.070082	0.200185	0.002635	17.909288	0.052969	0.000141	0.000001	0.850422	0.052472	0.061590	0.009260	0.158520	0.000118	17.406708	0.045040	0.000136	0.000001	0.995412	0.053450	0.123586	0.005950
DES_SN051579.DAT	22	0.370540	-9.000000	-9.000000	-9.000000	0.671051	0.013507	17.416715	0.313612	0.000005	0.000000	3.000000	0.006681	0.063372	0.016422	0.371540	0.001850	14.342838	0.288671	0.000005	0.000000	3.000000	0.009537	0.380055	0.018636
DES_SN051910.DAT	21	0.310670	-9.000000	-9.000000	-9.000000	0.713697	0.000017	-48.645205	0.000001	0.000058	0.000001	-0.076650	0.011145	-0.499903	0.000182	0.309670	0.000376	12.706641	0.382900	0.000008	0.000000	3.000000	0.018242	0.205466	0.027370
DES_SN051912.DAT	22	0.255850	-9.000000	-9.000000	-9.000000	0.708755	0.000001	-25.461430	0.000010	0.000242	0.000001	-0.108225	0.002964	-0.492392	0.002125	0.256850	0.001598	19.999225	0.101046	0.000044	0.000000	3.000000	0.001575	0.459019	0.006634
DES_SN052499.DAT	1	0.494450	-9.000000	-9.000000	-9.000000	0.686704	0.006045	26.043956	0.150694	0.000012	0.000000	1.416094	0.120956	-0.106051	0.007960	0.495450	0.001765	24.120590	0.139512	0.000012	0.000000	1.321694	0.112965	0.097323	0.009319
DES_SN052753.DAT	1	0.492670	0.000010	-0.054365	0.091994	0.743410	0.012189	24.041789	0.926010	0.000010	0.000000	0.136689	0.659208	-0.211033	0.026088	0.491670	0.001752	22.752806	1.026995	0.000011	0.000000	1.545635	0.921242	0.038394	0.028900
DES_SN052811.DAT	1	0.785910	0.000005	-0.520310	-0.124750	0.757906	0.010063	30.241428	0.406119	0.000005	0.000000	-0.183712	0.281663	-0.069180	0.026513	0.784910	0.001899	30.490345	0.388454	0.000005	0.000000	-0.142754	0.258905	-0.103660	0.019916
DES_SN052930.DAT	22	0.131860	-9.000000	-9.000000	-9.000000	0.588669	0.003475	20.749895	0.136643	0.000062	0.000001	-2.218510	0.082167	-0.454794	0.005723	0.132860	0.000365	19.227700	0.134583	0.000095	0.000002	-0.892172	0.213897	-0.048537	0.013191
DES_SN052966.DAT	32	0.142240	-9.000000	-9.000000	-9.000000	0.713972	0.003452	27.888339	0.146511	0.000009	0.000000	3.000000	0.029371	-0.184658	0.004852	0.141404	0.000240	22.079958	0.165864	0.000010	0.000000	0.447290	0.080634	0.500000	0.001513
DES_SN052996.DAT	1	0.474790	-9.000000	-9.000000	-9.000000	0.823996	0.001205	-51.180482	0.000151	0.000067	0.000001	0.063466	0.002740	-0.475323	0.006819	0.473790	0.000007	-5.613353	0.018423	0.000012	0.000000	0.916325	0.178497	0.030672	0.012641
DES_SN053030.DAT	1	0.434480	-9.000000	-9.000000	-9.000000	0.820063	0.007876	-21.886228	0.005477	0.000005	0.000000	2.999977	4.427355	0.210445	0.059010	0.435480	0.001401	-13.746835	0.002339	0.000004	0.000000	-1.342626	0.333548	0.500000	0.009481
DES_SN053225.DAT	22	0.182590	-9.000000	-9.000000	-9.000000	0.772021	0.006038	32.354141	0.202021	0.000016	0.000000	-0.237123	0.039403	-0.376843	0.003785	0.183590	0.000241	27.281633	0.122756	0.000021	0.000000	3.000000	0.018274	0.144041	0.014233
DES_SN053542.DAT	1	0.479910	0.000017	2.244100	0.004719	0.475296	0.971228	-25.682783	134.759141	0.000091	0.001440	0.016326	4.266042	-0.488899	0.568608	0.478910	0.000187	25.185781	0.158015	0.000014	0.000000	2.379380	0.161383	0.174510	0.011996
DES_SN053807.DAT	33	0.165140	-9.000000	-9.000000	-9.000000	0.425173	0.002628	17.904449	0.110323	0.000035	0.000000	-0.249958	0.091452	-0.028777	0.008526	0.166140	0.000135	15.584292	0.100121	0.000025	0.000000	-0.450175	0.076401	0.494049	0.011665
DES_SN054111.DAT	1	0.527580	0.000009	1.046200	0.138130	0.668713	0.009085	20.577377	0.352712	0.000008	0.000000	1.827411	0.305043	0.000187	0.021924	0.527371	0.001203	19.382094	0.356147	0.000008	0.000000	1.597155	0.289627	0.174237	0.027130
DES_SN054208.DAT	21	0.531240	-9.000000	-9.000000	-9.000000	0.333889	0.004163	17.746005	0.117138	0.000016	0.000000	3.000000	0.014109	-0.190397	0.010776	0.530240	0.000007	20.681935	0.106073	0.000012	0.000000	3.000000	0.008657	-0.340881	0.005193
DES_SN054325.DAT	1	0.400460	0.000019	-0.483390	0.031200	0.708512	0.002598	-32.617831	0.587217	0.000080	0.000002	0.061448	0.006031	-0.500000	0.000288	0.399460	0.001403	12.397064	0.345328	0.000016	0.000000	-0.038587	0.178536	0.131260	0.014728
DES_SN054588.DAT	1	0.539800	0.000011	1.188900	0.030925	0.512444	0.013809	21.757076	0.309109	0.000011	0.000000	0.917801	0.269840	0.059650	0.030038	0.538800	0.001936	21.954154	0.297863	0.000011	0.000000	0.790874	0.253591	0.015301	0.020167
DES_SN054811.DAT	22	0.353220	-9.000000	-9.000000	-9.000000	1.026910	0.032486	29.369612	0.585089	0.000006	0.000000	-0.256489	0.056532	-0.344116	0.008555	0.352220	0.001993	21.497929	0.471345	0.000010	0.000000	-0.317250	0.463118	-0.170629	0.033764
DES_SN055056.DAT	1	0.598710	-9.000000	-9.000000	-9.000000	0.605323	0.013455	21.818455	0.324392	0.000009	0.000000	1.083385	0.270488	-0.075465	0.018371	0.599710	0.001013	21.753657	0.283241	0.000009	0.000000	1.078975	0.269823	-0.071343	0.015634
DES_SN055391.DAT	22	0.465960	-9.000000	-9.000000	-9.000000	0.622031	0.000006	40.750233	0.007078	0.000010	0.000000	2.998927	0.005080	-0.101328	0.015235	0.464960	0.000020	34.443421	0.310930	0.000010	0.000000	3.000000	0.005244	0.046005	0.017860
DES_SN055584.DAT	1	0.423280	-9.000000	-9.000000	-9.000000	0.627573	0.015954	22.720512	0.324058	0.000011	0.000000	0.656712	0.277795	-0.038628	0.029707	0.424280	0.001735	20.641373	0.254793	0.000011	0.000000	0.475676	0.235214	0.214901	0.022757
DES_SN055595.DAT	1	0.520070	-9.000000	-9.000000	-9.000000	0.581633	0.010034	23.095649	0.235084	0.000010	0.000000	0.335899	0.180472	-0.044319	0.017082	0.519070	0.001923	22.432929	0.196208	0.000009	0.000000	0.295312	0.173359	0.040807	0.014620
DES_SN055905.DAT	21	0.441970	-9.000000	-9.000000	-9.000000	0.636774	0.010194	43.569114	0.385710	0.000046	0.000004	2.997431	5.026538	-0.499998	0.801798	0.440970	0.001422	66.051210	164.956964	0.000012	0.001499	-1.644848	4.933265	-0.285900	0.581931
DES_SN056606.DAT	1	0.423700	-9.000000	-9.000000	-9.000000	0.697165	1.045232	-34.002217	131.815280	0.000055	0.001434	-0.168529	4.224107	-0.379126	0.550010	0.424700	0.001475	18.369272	0.237052	0.000017	0.000000	1.077478	0.236636	0.066517	0.019916
DES_SN056675.DAT	1	0.614420	0.000008	0.205210	-0.004002	0.712681	0.008740	26.423053	0.411167	0.000008	0.000000	0.483821	0.377422	-0.095508	0.018143	0.613420	0.001055	25.322203	0.362430	0.000008	0.000000	0.570152	0.386194	-0.005405	0.016474
DES_SN056693.DAT	1	0.736220	0.000005	1.129800	0.027587	0.789696	0.013704	26.127646	0.385597	0.000005	0.000000	1.068476	0.371442	-0.056692	0.034198	0.737220	0.000134	25.761998	0.392817	0.000005	0.000000	1.377091	0.370700	0.044392	0.026767
DES_SN056723.DAT	22	0.215850	-9.000000	-9.000000	-9.000000	0.337663	0.000001	32.050010	0.000064	0.000011	0.000000	3.000000	0.007368	0.088849	0.018070	0.216850	0.001352	30.459171	0.310694	0.000010	0.000000	3.000000	0.010857	0.311112	0.022653
DES_SN056815.DAT	1	0.408420	-9.000000	-9.000000	-9.000000	0.573539	0.018037	26.093279	0.778122	0.000017	0.000001	0.767905	0.530090	-0.206694	0.027251	0.407420	0.001612	24.763934	0.553196	0.000019	0.000001	1.144655	0.412546	-0.034219	0.020495
DES_SN056913.DAT	22	0.434830	-9.000000	-9.000000	-9.000000	0.442029	0.004497	17.879830	0.212919	0.000011	0.000000	3.000000	0.003563	0.472783	0.016362	0.435830	0.001698	17.807921	0.204977	0.000011	0.000000	3.000000	0.003562	0.476995	0.016205
DES_SN056928.DAT	1	0.439570	-9.000000	-9.000000	-9.000000	0.567977	0.008396	25.383997	0.226728	0.000012	0.000000	-1.626758	0.163017	-0.121766	0.017332	0.440570	0.001828	24.590588	0.211375	0.000012	0.000000	-1.453605	0.168907	0.002085	0.017826
DES_SN057095.DAT	22	0.052568	-9.000000	-9.000000	-9.000000	0.477732	0.000945	31.638089	0.034599	0.000135	0.000000	3.000000	0.000405	-0.051278	0.002639	0.053568	0.000012	26.410175	0.000154	0.000117	0.000001	2.760392	0.040863	0.486004	0.004083
DES_SN057168.DAT	1	0.522700	0.000014	2.495900	0.022756	0.766369	0.006751	26.258143	0.290470	0.000011	0.000000	1.950021	0.259090	-0.109564	0.017249	0.523700	0.000357	23.781754	0.242616	0.000011	0.000000	2.306446	0.217272	0.133082	0.016399
DES_SN057408.DAT	1	0.643310	0.000009	1.683000	-0.024701	0.647809	0.012124	19.873305	0.183755	0.000008	0.000000	1.843575	0.181566	-0.122154	0.012246	0.642310	0.000033	19.841836	0.171592	0.000008	0.000000	1.866215	0.175276	-0.118299	0.009341
DES_SN057419.DAT	1	0.592690	0.000007	0.388300	0.084047	0.604550	0.015913	4.738101	0.714104	0.000006	0.000000	0.934373	0.451215	0.072052	0.031492	0.592084	0.000004	5.361543	0.000862	0.000006	0.000000	0.737522	0.219707	0.088964	0.015842
DES_SN057620.DAT	1	0.784380	0.000004	0.164040	-0.020352	0.919274	nan	27.958442	0.000223	0.000004	0.000000	0.200268	0.459519	-0.130506	0.028716	0.783821	0.000040	26.704086	0.017045	0.000004	0.000000	0.014644	0.590108	0.028719	0.045559
DES_SN057692.DAT	1	0.537840	-9.000000	-9.000000	-9.000000	0.523669	0.021347	26.591068	0.378318	0.000009	0.000000	-0.706515	0.289457	0.034721	0.040665	0.536841	0.001158	26.649113	0.376776	0.000009	0.000000	-0.706216	0.287569	0.016282	0.026288
DES_SN058020.DAT	22	0.154960	-9.000000	-9.000000	-9.000000	0.553216	0.004650	31.777763	0.374041	0.000014	0.000000	3.000000	0.023556	-0.270125	0.013357	0.153960	0.000434	25.475839	0.445480	0.000016	0.000001	1.228187	0.243959	0.330897	0.029289
DES_SN058324.DAT	1	0.852880	0.000004	1.301000	-0.053651	0.794071	0.029363	30.403314	0.922705	0.000004	0.000000	0.617307	0.790772	0.118831	0.074857	0.853879	0.001143	31.128144	0.941112	0.000004	0.000000	0.857542	0.743012	-0.005880	0.048090
DES_SN058478.DAT	22	0.247680	-9.000000	-9.000000	-9.000000	0.536712	0.003928	24.422425	0.117623	0.000012	0.000000	3.000000	0.006384	-0.275954	0.006884	0.248680	0.001260	20.629530	0.158559	0.000015	0.000000	2.950445	0.227930	0.099882	0.013664
DES_SN058545.DAT	1	0.526600	-9.000000	-9.000000	-9.000000	0.683805	0.017594	25.694116	0.444095	0.000008	0.000000	-0.180765	0.380744	-0.144714	0.028774	0.527600	0.001084	23.996915	0.367491	0.000008	0.000000	-0.474975	0.348022	0.006903	0.031897
DES_SN058792.DAT	1	0.751880	0.000006	0.910500	-0.074946	0.753665	0.015474	18.199599	0.527039	0.000006	0.000000	0.756432	0.435643	0.009076	0.046576	0.752879	0.001578	18.192825	0.509311	0.000006	0.000000	0.759309	0.436040	0.010407	0.037235
DES_SN058828.DAT	1	0.599350	0.000009	0.291510	-0.044682	0.677294	0.032345	25.860467	0.552753	0.000008	0.000000	0.972822	0.329902	-0.046900	0.026638	0.600350	0.001580	25.037933	0.400265	0.000008	0.000000	1.195184	0.330507	0.026541	0.022997
DES_SN058987.DAT	1	0.528840	0.000013	0.526550	-0.036282	0.505577	0.008834	26.009485	0.151700	0.000011	0.000000	0.755157	0.139413	0.014510	0.017553	0.527840	0.000056	26.127337	0.140156	0.000011	0.000000	0.616781	0.125714	-0.023816	0.010564
DES_SN059142.DAT	3	0.062861	-9.000000	-9.000000	-9.000000	0.490741	0.003070	23.624774	0.091170	0.000061	0.000001	-0.533023	0.062624	-0.468645	0.004082	0.063047	0.001579	19.606369	0.077185	0.000116	0.000001	-0.725354	0.066603	-0.155598	0.009902
DES_SN059186.DAT	22	0.369360	-9.000000	-9.000000	-9.000000	0.673802	0.000034	-23.711666	0.002218	0.000020	0.000001	-0.077627	0.040055	-0.429428	0.022880	0.368360	0.001713	-4.437435	0.000045	0.000005	0.000000	2.999999	0.139601	0.363557	0.040140
DES_SN059205.DAT	1	0.421330	0.000009	-1.852400	0.227510	0.480441	0.013986	23.897939	0.265941	0.000009	0.000000	-0.806324	0.217944	0.061742	0.021940	0.422330	0.001797	23.511387	0.232713	0.000010	0.000000	-1.094962	0.223446	0.098194	0.022039
DES_SN059244.DAT	1	0.579080	-9.000000	-9.000000	-9.000000	0.700618	0.014261	27.726274	0.372807	0.000006	0.000000	0.023782	0.247926	-0.051113	0.025474	0.580080	0.001289	26.547830	0.299475	0.000006	0.000000	0.034638	0.244068	0.075153	0.022833
DES_SN059390.DAT	22	0.320930	-9.000000	-9.000000	-9.000000	0.321283	1.099544	26.583500	148.357808	0.000011	0.001436	2.942864	3.986791	0.171134	0.746045	0.321930	0.001455	26.406125	0.338416	0.000010	0.000000	3.000000	0.019000	0.305375	0.019034
DES_SN059862.DAT	1	0.795960	0.000004	-0.849430	0.003721	0.842262	0.013153	24.096314	0.412382	0.000004	0.000000	-0.826349	0.266542	-0.073692	0.037693	0.796960	0.001653	23.684738	0.370815	0.000004	0.000000	-0.803956	0.305334	0.030524	0.031195
DES_SN060005.DAT	1	0.376810	-9.000000	-9.000000	-9.000000	0.566473	0.003941	19.906511	0.101226	0.000018	0.000000	0.196082	0.088528	-0.214518	0.006892	0.375810	0.001842	18.128642	0.082008	0.000020	0.000000	0.435484	0.087654	0.014305	0.007759
DES_SN060139.DAT	1	0.473780	0.000029	0.819960	-0.257040	0.551444	0.000009	26.334082	0.000381	0.000025	0.000000	0.706487	0.103523	-0.301050	0.004251	0.472780	0.000008	25.483644	0.126480	0.000026	0.000000	0.860835	0.110408	-0.249106	0.005556
DES_SN060283.DAT	22	0.344460	-9.000000	-9.000000	-9.000000	0.705293	0.022273	31.419425	0.643513	0.000006	0.000000	3.000000	0.059008	-0.089707	0.029241	0.345460	0.001925	27.198756	0.466842	0.000006	0.000000	3.000000	0.213921	0.262210	0.041207
DES_SN060595.DAT	1	0.354260	-9.000000	-9.000000	-9.000000	0.705187	0.001651	-37.196543	0.163616	0.000065	0.000001	0.082039	0.004308	-0.500000	0.000132	0.353260	0.001755	-5.485269	0.503892	0.000021	0.000001	-0.170228	0.121804	0.002623	0.011386
DES_SN060648.DAT	1	0.701790	0.000008	0.949140	-0.101110	0.706453	0.000039	-39.139988	0.002780	0.000054	0.000000	0.062519	0.004216	-0.498760	0.001825	0.702655	0.001410	-39.850011	106.810147	0.000056	0.001072	0.057195	3.215628	-0.499929	0.501999
DES_SN060964.DAT	33	0.365750	-9.000000	-9.000000	-9.000000	0.738989	0.020221	29.870638	0.715547	0.000006	0.000000	0.159244	0.579562	0.100044	0.053462	0.366750	0.001943	26.843030	0.452433	0.000004	0.000000	0.211630	0.385997	0.499996	0.044180
DES_SN061040.DAT	32	0.414150	-9.000000	-9.000000	-9.000000	0.577603	0.005203	12.818015	0.121817	0.000012	0.000000	-1.270833	0.110703	0.187901	0.013704	0.413150	0.001646	11.671407	0.107905	0.000011	0.000000	-1.427295	0.120639	0.320959	0.013058
DES_SN061076.DAT	1	0.626000	0.000009	0.165070	-0.076246	0.718053	0.009574	25.907113	0.231009	0.000009	0.000000	0.088584	0.181749	-0.103354	0.016637	0.626132	0.001379	24.982669	0.229688	0.000009	0.000000	0.185970	0.186953	-0.013841	0.024999
DES_SN061098.DAT	22	0.218720	-9.000000	-9.000000	-9.000000	0.330506	0.011514	43.111783	0.402366	0.000007	0.000000	3.000000	0.022693	0.393041	0.037768	0.219720	0.001295	22.076359	0.001147	0.000008	0.000000	3.000000	0.009663	0.500000	0.003257
DES_SN061129.DAT	33	0.141970	-9.000000	-9.000000	-9.000000	0.712515	0.001281	18.169623	0.082008	0.000039	0.000000	0.189146	0.026431	-0.294366	0.002030	0.142970	0.000042	12.691672	0.060303	0.000040	0.000000	-0.031188	0.041421	0.361924	0.005219
DES_SN061196.DAT	1	0.862050	0.000004	0.868030	-0.044281	1.008641	0.033123	-13.192214	1.881581	0.000005	0.000001	1.729477	1.258836	-0.149668	0.071402	0.861050	0.001488	-23.270022	1.758364	0.000006	0.000000	2.999922	5.225760	-0.062552	0.048414
DES_SN061565.DAT	22	0.311470	-9.000000	-9.000000	-9.000000	0.940119	0.007077	10.785520	0.477962	0.000004	0.000000	2.089663	0.396137	-0.184406	0.012931	0.310778	0.000000	-11.519833	0.000041	0.000008	0.000000	0.417286	0.001200	0.270196	0.000100
DES_SN061606.DAT	1	0.472620	0.000017	-1.981300	-0.139520	0.508997	0.000005	21.405421	0.000206	0.000017	0.000000	-1.596725	0.070556	-0.141104	0.007732	0.473620	0.001494	21.111864	0.115931	0.000017	0.000000	-1.502355	0.113148	-0.116446	0.011186
DES_SN061815.DAT	22	0.234830	-9.000000	-9.000000	-9.000000	0.341781	0.003723	30.321077	0.162614	0.000023	0.000000	3.000000	0.003377	0.075187	0.009385	0.233830	0.001233	29.348422	0.131901	0.000022	0.000000	2.771884	0.085889	0.286595	0.008666
DES_SN061838.DAT	1	0.315610	0.000037	-1.391800	-0.060721	0.389874	0.000005	21.356491	0.078577	0.000030	0.000000	-0.603580	0.064133	-0.179932	0.007292	0.314610	0.001282	20.284304	0.070456	0.000031	0.000000	-1.020147	0.060086	-0.063654	0.008279
DES_SN062079.DAT	22	0.469470	-9.000000	-9.000000	-9.000000	0.530953	0.000010	49.304784	0.000748	0.000009	0.000000	3.000000	0.007375	-0.020654	0.015012	0.468470	0.000043	47.776542	0.251670	0.000009	0.000000	3.000000	0.007362	0.074641	0.019792
DES_SN062120.DAT	1	0.628140	0.000006	1.419400	0.115250	0.649361	0.040756	28.488110	1.443675	0.000005	0.000000	1.518506	1.108658	0.159445	0.068515	0.627140	0.001627	28.117513	1.301630	0.000005	0.000000	1.368990	0.984705	0.188340	0.045482
